1,1,195.98,193.83,66.262,150.36,-1,-1,-1,-1
1,2,403.47,211.9,89.063,202.1,-1,-1,-1,-1
1,3,153.13,220.82,61.635,139.86,-1,-1,-1,-1
1,4,43.729,217.39,94.827,215.18,-1,-1,-1,-1
1,5,285.27,225.54,70.123,159.13,-1,-1,-1,-1
2,1,188.36,159.24,81.503,184.95,-1,-1,-1,-1
2,2,412.8,209.1,90.293,204.9,-1,-1,-1,-1
2,3,147.9,226.29,60.938,138.28,-1,-1,-1,-1
2,4,50.606,207.88,97.077,220.29,-1,-1,-1,-1
2,5,275.65,207.93,72.156,163.74,-1,-1,-1,-1
3,1,204.32,201.56,59.097,134.1,-1,-1,-1,-1
3,2,428.29,206.31,91.523,207.69,-1,-1,-1,-1
3,3,142.63,227.66,60.242,136.7,-1,-1,-1,-1
3,4,43.689,208.24,99.326,225.39,-1,-1,-1,-1
3,5,262.38,206.54,74.188,168.35,-1,-1,-1,-1
4,2,435.36,203.52,92.754,210.48,-1,-1,-1,-1
4,3,148.53,230.1,59.545,135.12,-1,-1,-1,-1
4,4,56.108,207.68,101.58,230.5,-1,-1,-1,-1
4,5,254.43,207.45,76.221,172.96,-1,-1,-1,-1
5,2,455.5,200.59,93.984,213.27,-1,-1,-1,-1
5,3,157.83,231.98,58.849,133.54,-1,-1,-1,-1
5,4,50.1,203.79,103.83,235.6,-1,-1,-1,-1
5,5,246.86,204.57,78.253,177.57,-1,-1,-1,-1
5,6,210.1,235.31,47.797,108.46,-1,-1,-1,-1
5,7,92.971,244.33,54.058,122.67,-1,-1,-1,-1
6,2,470.9,198.94,95.214,216.06,-1,-1,-1,-1
6,3,158.57,228.89,58.152,131.96,-1,-1,-1,-1
6,5,239.37,201.88,80.286,182.19,-1,-1,-1,-1
6,6,209.7,219.35,54.947,124.69,-1,-1,-1,-1
6,7,96.134,232.15,64.248,145.79,-1,-1,-1,-1
7,2,473.61,195.11,96.445,218.86,-1,-1,-1,-1
7,3,170.46,222.62,57.455,130.38,-1,-1,-1,-1
7,5,235.2,198.31,82.318,186.8,-1,-1,-1,-1
7,6,211.71,213.88,62.096,140.91,-1,-1,-1,-1
7,7,103.24,217.32,75.314,170.9,-1,-1,-1,-1
8,2,473.58,192.16,97.675,221.65,-1,-1,-1,-1
8,5,229.98,184.76,84.351,191.41,-1,-1,-1,-1
8,6,201.25,194.77,69.246,157.14,-1,-1,-1,-1
9,2,471.79,189.47,98.906,224.44,-1,-1,-1,-1
9,5,229.29,179.95,86.384,196.02,-1,-1,-1,-1
9,6,214.66,191.88,76.396,173.36,-1,-1,-1,-1
9,8,151.89,178.05,110.22,250.12,-1,-1,-1,-1
10,2,477.2,186.79,100.14,227.23,-1,-1,-1,-1
10,5,221.94,181.68,88.416,200.64,-1,-1,-1,-1
10,8,140.46,174.14,111.94,254.03,-1,-1,-1,-1
11,2,479.88,184.05,101.37,230.02,-1,-1,-1,-1
11,5,216.96,182.05,90.449,205.25,-1,-1,-1,-1
11,8,144.61,170.24,113.67,257.93,-1,-1,-1,-1
12,2,480.69,181.28,102.6,232.82,-1,-1,-1,-1
12,5,209.25,170.73,92.481,209.86,-1,-1,-1,-1
12,8,147.13,166.33,115.39,261.84,-1,-1,-1,-1
13,2,487.69,178.49,103.83,235.61,-1,-1,-1,-1
13,8,151.35,169.67,117.11,265.75,-1,-1,-1,-1
14,2,491.79,175.68,105.06,238.4,-1,-1,-1,-1
14,8,150.18,163.11,118.83,269.66,-1,-1,-1,-1
15,2,493.65,172.87,106.29,241.19,-1,-1,-1,-1
15,8,155.37,152.6,120.56,273.57,-1,-1,-1,-1
16,2,501.39,170.06,107.52,243.98,-1,-1,-1,-1
16,8,161.16,152.94,122.28,277.48,-1,-1,-1,-1
16,9,274.97,202.86,62.281,141.33,-1,-1,-1,-1
17,2,505.94,167.25,108.75,246.77,-1,-1,-1,-1
17,8,169.38,158.07,124,281.39,-1,-1,-1,-1
17,9,278.63,204.09,61.532,139.63,-1,-1,-1,-1
18,9,283.3,206.01,60.783,137.93,-1,-1,-1,-1
18,10,154.12,207.37,73.769,167.4,-1,-1,-1,-1
19,9,285.68,207.86,60.034,136.23,-1,-1,-1,-1
19,10,151.89,204.83,75.64,171.64,-1,-1,-1,-1
19,11,194.19,261.74,76.155,172.81,-1,-1,-1,-1
20,9,286.83,209.64,59.284,134.53,-1,-1,-1,-1
20,10,157.64,197.84,77.48,175.82,-1,-1,-1,-1
20,11,184.54,254.26,80.232,182.06,-1,-1,-1,-1
21,9,292.33,209.2,58.535,132.83,-1,-1,-1,-1
21,10,151.64,200.2,79.288,179.92,-1,-1,-1,-1
22,9,300.09,209.61,57.786,131.13,-1,-1,-1,-1
22,10,149.45,203.03,81.065,183.95,-1,-1,-1,-1
22,12,276.61,247,87.064,197.57,-1,-1,-1,-1
23,10,138.8,196.93,82.81,187.91,-1,-1,-1,-1
23,12,268.92,227.68,91.085,206.69,-1,-1,-1,-1
24,10,132.68,193.86,84.524,191.8,-1,-1,-1,-1
24,12,269.61,223.41,95.105,215.82,-1,-1,-1,-1
24,13,228,205.08,70.285,159.49,-1,-1,-1,-1
24,14,-16.746,142.85,63.385,143.83,-1,-1,-1,-1
25,10,122.64,193.18,86.206,195.62,-1,-1,-1,-1
25,12,274.29,207.34,99.126,224.94,-1,-1,-1,-1
25,13,228.67,208.12,68.943,156.45,-1,-1,-1,-1
25,14,-26.145,100.19,82.183,186.49,-1,-1,-1,-1
26,10,116.2,182.97,87.857,199.37,-1,-1,-1,-1
26,12,275.79,205.37,103.15,234.06,-1,-1,-1,-1
26,13,225.8,212.2,67.995,154.3,-1,-1,-1,-1
26,15,333.24,204.38,61.528,139.62,-1,-1,-1,-1
26,16,-24.304,219.62,83.486,189.45,-1,-1,-1,-1
27,10,104.97,185.79,89.476,203.04,-1,-1,-1,-1
27,12,275.51,200.54,107.17,243.19,-1,-1,-1,-1
27,13,236.36,210.17,67.397,152.94,-1,-1,-1,-1
27,15,330.44,192.41,62.144,141.02,-1,-1,-1,-1
27,16,-16.669,216.23,86.331,195.9,-1,-1,-1,-1
28,10,98.939,180.33,91.064,206.64,-1,-1,-1,-1
28,12,272.76,194.13,111.19,252.31,-1,-1,-1,-1
28,13,233.85,211.34,67.109,152.28,-1,-1,-1,-1
28,16,-18.109,206.98,89.176,202.36,-1,-1,-1,-1
28,17,296.57,217.81,73.532,166.86,-1,-1,-1,-1
29,10,91.298,166.31,92.62,210.18,-1,-1,-1,-1
29,12,275.24,186.53,115.21,261.43,-1,-1,-1,-1
29,13,247.38,209.96,67.088,152.24,-1,-1,-1,-1
29,16,-20.732,200.44,92.02,208.82,-1,-1,-1,-1
29,17,311.83,242.31,59.176,134.28,-1,-1,-1,-1
30,10,84.106,169.43,94.145,213.64,-1,-1,-1,-1
30,12,282,183.99,119.23,270.56,-1,-1,-1,-1
30,13,244.05,210.57,67.299,152.72,-1,-1,-1,-1
30,16,-17.937,196.53,94.865,215.27,-1,-1,-1,-1
31,10,72.927,169.7,95.638,217.03,-1,-1,-1,-1
31,12,285.65,179.1,123.25,279.68,-1,-1,-1,-1
31,13,249.74,210.15,67.704,153.64,-1,-1,-1,-1
31,16,-8.6147,191.53,97.71,221.73,-1,-1,-1,-1
32,10,61.362,165.94,97.1,220.34,-1,-1,-1,-1
32,13,257.95,209.24,68.27,154.92,-1,-1,-1,-1
32,16,1.3801,181.69,100.55,228.18,-1,-1,-1,-1
33,10,49.542,168.46,98.53,223.59,-1,-1,-1,-1
33,13,262.64,207.93,68.963,156.49,-1,-1,-1,-1
33,16,1.7351,177.01,103.4,234.64,-1,-1,-1,-1
34,10,42.485,169.21,99.929,226.76,-1,-1,-1,-1
34,13,274.33,204.38,69.755,158.29,-1,-1,-1,-1
34,18,263.43,108.2,72.682,164.93,-1,-1,-1,-1
35,10,31.481,175.93,101.3,229.87,-1,-1,-1,-1
35,13,280.87,205.39,70.616,160.24,-1,-1,-1,-1
35,18,269.77,124.72,64.54,146.46,-1,-1,-1,-1
35,19,346.7,172.08,106.61,241.92,-1,-1,-1,-1
36,10,24.971,179.33,102.63,232.9,-1,-1,-1,-1
36,13,283.06,202.48,71.52,162.29,-1,-1,-1,-1
36,19,348,178.01,103.99,235.99,-1,-1,-1,-1
37,10,21.706,180.07,103.94,235.86,-1,-1,-1,-1
37,13,286.23,200.32,72.443,164.39,-1,-1,-1,-1
37,19,359.7,183.94,101.38,230.06,-1,-1,-1,-1
38,13,287.43,198.22,73.361,166.47,-1,-1,-1,-1
38,19,376.4,189.87,98.77,224.13,-1,-1,-1,-1
38,20,71.286,217.76,84.305,191.31,-1,-1,-1,-1
39,13,287.35,196.21,74.255,168.5,-1,-1,-1,-1
39,19,385.26,203.9,96.157,218.2,-1,-1,-1,-1
39,20,57.404,207.03,90.386,205.11,-1,-1,-1,-1
40,13,291.62,194.28,75.105,170.43,-1,-1,-1,-1
40,19,398.38,224.13,93.545,212.27,-1,-1,-1,-1
40,20,59.112,197.45,95.38,216.44,-1,-1,-1,-1
41,13,295.04,201.71,75.896,172.22,-1,-1,-1,-1
41,19,405.03,245.82,90.932,206.35,-1,-1,-1,-1
41,20,60.113,189.11,99.361,225.47,-1,-1,-1,-1
41,21,7.1989,175.29,92.269,209.38,-1,-1,-1,-1
42,13,296.26,198.57,76.611,173.85,-1,-1,-1,-1
42,20,69.365,182.42,102.4,232.37,-1,-1,-1,-1
42,21,10.392,188.83,92.008,208.79,-1,-1,-1,-1
42,22,401.75,188.07,92.51,209.93,-1,-1,-1,-1
43,13,303.45,203.95,77.238,175.27,-1,-1,-1,-1
43,20,74.243,177.49,104.57,237.3,-1,-1,-1,-1
43,21,2.5061,186.99,91.747,208.2,-1,-1,-1,-1
43,22,409.3,177.19,97.304,220.81,-1,-1,-1,-1
44,13,307.49,206.96,77.766,176.47,-1,-1,-1,-1
44,20,84.693,174.28,105.95,240.43,-1,-1,-1,-1
44,21,-10.515,185.44,91.486,207.6,-1,-1,-1,-1
44,22,415,187.59,97.304,220.81,-1,-1,-1,-1
45,13,309.55,208.42,78.186,177.42,-1,-1,-1,-1
45,20,90.912,172.66,106.61,241.91,-1,-1,-1,-1
45,21,-18.589,181.41,91.225,207.01,-1,-1,-1,-1
46,13,313.82,200.9,78.491,178.11,-1,-1,-1,-1
46,20,101.87,172.51,106.61,241.92,-1,-1,-1,-1
46,23,434.13,230.04,101.27,229.81,-1,-1,-1,-1
47,13,316.61,190.74,78.676,178.53,-1,-1,-1,-1
47,20,108.67,173.67,106.04,240.62,-1,-1,-1,-1
47,23,449.31,245.35,94.524,214.5,-1,-1,-1,-1
48,13,323.48,186.99,78.737,178.67,-1,-1,-1,-1
48,20,119.88,176,104.96,238.18,-1,-1,-1,-1
48,23,456.09,245.35,94.524,214.5,-1,-1,-1,-1
49,13,327.47,185.17,78.672,178.53,-1,-1,-1,-1
49,20,134.29,179.34,103.45,234.75,-1,-1,-1,-1
49,24,499.17,213.08,78.208,177.47,-1,-1,-1,-1
50,13,329.6,184.63,78.484,178.1,-1,-1,-1,-1
50,20,150.8,183.53,101.58,230.51,-1,-1,-1,-1
50,24,487.72,203.65,88.633,201.13,-1,-1,-1,-1
50,25,459.13,242.3,46.61,105.77,-1,-1,-1,-1
51,13,335.57,185.07,78.173,177.39,-1,-1,-1,-1
51,20,161.14,188.38,99.428,225.63,-1,-1,-1,-1
51,25,462.9,236.8,49.036,111.27,-1,-1,-1,-1
52,13,339.26,186.2,77.745,176.42,-1,-1,-1,-1
52,20,166.89,193.74,97.06,220.25,-1,-1,-1,-1
52,25,466.27,230.23,51.247,116.29,-1,-1,-1,-1
52,26,507.23,194.19,78.212,177.48,-1,-1,-1,-1
53,13,346.34,187.79,77.205,175.2,-1,-1,-1,-1
53,20,169.56,199.43,94.551,214.56,-1,-1,-1,-1
53,25,469.15,228.19,53.244,120.82,-1,-1,-1,-1
53,26,510.11,202.26,79.824,181.14,-1,-1,-1,-1
54,13,350.78,189.67,76.563,173.74,-1,-1,-1,-1
54,20,177.77,205.27,91.973,208.71,-1,-1,-1,-1
